Ano;Mês;"Código NCM";"Descrição NCM";Países;"Bloco Econômico";Via;"Valor FOB (US$)";"Quilograma Líquido"
2019;09;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;164611;2055
2019;09;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Israel;"Oriente Médio";AEREA;355;0
2019;09;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Reino Unido";Europa;AEREA;366;0
2019;09;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;AEREA;95;0
2019;09;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;726;2
2019;09;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;27600;2000
2019;09;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;240518;17129
2019;09;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;Europa;MARITIMA;126999;2138
2019;09;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;"União Europeia - UE";MARITIMA;126999;2138
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;AEREA;144512;285
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;MARITIMA;3021069;8752
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";AEREA;144512;285
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";MARITIMA;3021069;8752
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";AEREA;95918;458
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";RODOVIARIA;224702;11906
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";AEREA;95918;458
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;224702;11906
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Dinamarca;Europa;AEREA;272474;1275
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Dinamarca;"União Europeia - UE";AEREA;272474;1275
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;Europa;AEREA;43769;238
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;"União Europeia - UE";AEREA;43769;238
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";AEREA;1533330;1349
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";RODOVIARIA;306444;3356
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;Europa;AEREA;6038;0
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;Europa;MARITIMA;14794;48
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;"União Europeia - UE";AEREA;6038;0
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;"União Europeia - UE";MARITIMA;14794;48
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Grécia;Europa;AEREA;174447;3826
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Grécia;"União Europeia - UE";AEREA;174447;3826
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;359592;3090
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;626187;6192
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Reino Unido";Europa;AEREA;335976;252
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Reino Unido";Europa;MARITIMA;198332;4141
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Ásia (Exclusive Oriente Médio)";AEREA;1771691;1465
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;1771691;1465
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Suíça;Europa;AEREA;48329;1
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Suíça;Europa;MARITIMA;64547;2567
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"América do Sul";RODOVIARIA;120559;4509
2019;09;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;120559;4509
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;AEREA;5803606;6193
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;MARITIMA;3717234;19159
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;RODOVIARIA;40872;174
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";AEREA;5803606;6193
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";MARITIMA;3717234;19159
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";RODOVIARIA;40872;174
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"América do Sul";RODOVIARIA;181790;613
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;181790;613
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;Europa;AEREA;197442;121
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;"União Europeia - UE";AEREA;197442;121
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Canadá;"América do Norte";AEREA;1186025;25
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";China;"Ásia (Exclusive Oriente Médio)";AEREA;54264;285
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Dinamarca;Europa;AEREA;127846;1149
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Dinamarca;"União Europeia - UE";AEREA;127846;1149
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;AEREA;2364219;6420
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;MARITIMA;617601;1925
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";AEREA;2364219;6420
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";MARITIMA;617601;1925
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Estados Unidos";"América do Norte";AEREA;4934248;2652
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Estados Unidos";"América do Norte";RODOVIARIA;108467;721
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Finlândia;Europa;AEREA;20545;30
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Finlândia;"União Europeia - UE";AEREA;20545;30
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;Europa;AEREA;679914;1564
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;Europa;MARITIMA;1383896;5984
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;"União Europeia - UE";AEREA;679914;1564
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";França;"União Europeia - UE";MARITIMA;1383896;5984
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Hungria;Europa;AEREA;2219;0
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Hungria;"União Europeia - UE";AEREA;2219;0
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;1859466;21402
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;3415923;29529
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Irlanda;Europa;AEREA;105847;1530
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Irlanda;"União Europeia - UE";AEREA;105847;1530
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;Europa;AEREA;1829181;9489
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Itália;"União Europeia - UE";AEREA;1829181;9489
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;1143109;5770
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";México;"América do Norte";AEREA;375852;123
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Países Baixos (Holanda)";Europa;AEREA;17588;444
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Países Baixos (Holanda)";"União Europeia - UE";AEREA;17588;444
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Polônia;Europa;AEREA;180166;824
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Polônia;"União Europeia - UE";AEREA;180166;824
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Porto Rico";"América Central e Caribe";AEREA;1024647;338
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Reino Unido";Europa;AEREA;5272754;3030
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";"Reino Unido";Europa;MARITIMA;232529;177
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Singapura;"Ásia (Exclusive Oriente Médio)";AEREA;774696;11626
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;774696;11626
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;AEREA;267828;118
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;MARITIMA;14590;176
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;Europa;RODOVIARIA;733095;367
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";AEREA;267828;118
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";MARITIMA;14590;176
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suécia;"União Europeia - UE";RODOVIARIA;733095;367
2019;09;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Suíça;Europa;AEREA;10540763;11143
2019;08;29322000;Lactonas;Alemanha;Europa;AEREA;2692982;50
2019;08;29322000;Lactonas;Alemanha;Europa;MARITIMA;70154;2720
2019;08;29322000;Lactonas;Alemanha;"União Europeia - UE";AEREA;2692982;50
2019;08;29322000;Lactonas;Alemanha;"União Europeia - UE";MARITIMA;70154;2720
2019;08;29322000;Lactonas;Canadá;"América do Norte";AEREA;16676;0
2019;08;29322000;Lactonas;Chile;"América do Sul";AEREA;4125;75
2019;08;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";AEREA;4649853;6162
2019;08;29322000;Lactonas;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;5993438;512194
2019;08;29322000;Lactonas;Espanha;Europa;MARITIMA;78981;6425
2019;08;29322000;Lactonas;Espanha;"União Europeia - UE";MARITIMA;78981;6425
2019;08;29322000;Lactonas;"Estados Unidos";"América do Norte";AEREA;68924;541
2019;08;29322000;Lactonas;"Estados Unidos";"América do Norte";MARITIMA;431135;77799
2019;08;29322000;Lactonas;França;Europa;AEREA;8021;45
2019;08;29322000;Lactonas;França;"União Europeia - UE";AEREA;8021;45
2019;08;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;1663507;5361
2019;08;29322000;Lactonas;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;100455;8255
2019;08;29322000;Lactonas;Israel;"Oriente Médio";AEREA;1277;0
2019;08;29322000;Lactonas;Israel;"Oriente Médio";MARITIMA;1865;75
2019;08;29322000;Lactonas;Itália;Europa;AEREA;2899368;612
2019;08;29322000;Lactonas;Itália;"União Europeia - UE";AEREA;2899368;612
2019;08;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;10187;180
2019;08;29322000;Lactonas;Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;63599;1620
2019;08;29322000;Lactonas;"Países Baixos (Holanda)";Europa;AEREA;9511;12
2019;08;29322000;Lactonas;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;9511;12
2019;08;29322000;Lactonas;"Reino Unido";Europa;MARITIMA;17542;2420
2019;08;29322000;Lactonas;Romênia;Europa;AEREA;7353;40
2019;08;29322000;Lactonas;Romênia;Europa;MARITIMA;26551;905
2019;08;29322000;Lactonas;Romênia;"União Europeia - UE";AEREA;7353;40
2019;08;29322000;Lactonas;Romênia;"União Europeia - UE";MARITIMA;26551;905
2019;08;29322000;Lactonas;Suíça;Europa;AEREA;20872;35
2019;08;29322000;Lactonas;Suíça;Europa;MARITIMA;166679;633
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;Europa;AEREA;11212;68
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Alemanha;"União Europeia - UE";AEREA;11212;68
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Canadá;"América do Norte";AEREA;4677;0
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";AEREA;766;1
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";China;"Ásia (Exclusive Oriente Médio)";MARITIMA;326250;30000
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;Europa;AEREA;28434;47
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;Europa;MARITIMA;126106;16050
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;"União Europeia - UE";AEREA;28434;47
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Espanha;"União Europeia - UE";MARITIMA;126106;16050
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Estados Unidos";"América do Norte";AEREA;8391;0
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;Europa;AEREA;30338;280
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";França;"União Europeia - UE";AEREA;30338;280
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Hungria;Europa;AEREA;52550;200
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Hungria;"União Europeia - UE";AEREA;52550;200
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;565291;2851
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;199483;10425
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Japão;"Ásia (Exclusive Oriente Médio)";AEREA;57;0
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Japão;"Ásia (Exclusive Oriente Médio)";MARITIMA;2446;9
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";"Reino Unido";Europa;AEREA;38;0
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;AEREA;373;1
2019;08;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";Suíça;Europa;MARITIMA;339;1
2019;08;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;17500;100
2019;08;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";China;"Ásia (Exclusive Oriente Médio)";MARITIMA;224378;20000
2019;08;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;398330;14901
2019;08;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;646557;42932
2019;08;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;Europa;MARITIMA;47284;308
2019;08;30046000;"Outros medicamentos, que contenham princípios ativos antimaláricos (antipalúdicos) descritos na Nota de subposições 2 do presente Capítulo";Alemanha;"União Europeia - UE";MARITIMA;47284;308
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;AEREA;736454;2649
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;Europa;MARITIMA;4349869;11413
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";AEREA;736454;2649
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Alemanha;"União Europeia - UE";MARITIMA;4349869;11413
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";AEREA;203529;726
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"América do Sul";RODOVIARIA;316803;12042
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";AEREA;203529;726
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;316803;12042
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Dinamarca;Europa;AEREA;473946;924
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Dinamarca;"União Europeia - UE";AEREA;473946;924
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;Europa;AEREA;826648;3933
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;Europa;MARITIMA;316820;1586
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;"União Europeia - UE";AEREA;826648;3933
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Eslovênia;"União Europeia - UE";MARITIMA;316820;1586
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";AEREA;4279918;1163
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";MARITIMA;395254;5024
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Estados Unidos";"América do Norte";RODOVIARIA;2506591;12338
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;Europa;AEREA;16880;128
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";França;"União Europeia - UE";AEREA;16880;128
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Grécia;Europa;AEREA;192259;4891
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Grécia;"União Europeia - UE";AEREA;192259;4891
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Índia;"Ásia (Exclusive Oriente Médio)";AEREA;115970;1959
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;975521;18512
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Irlanda;Europa;MARITIMA;29031;794
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Irlanda;"União Europeia - UE";MARITIMA;29031;794
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;Europa;AEREA;120835;18
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;Europa;MARITIMA;83306;4411
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;"União Europeia - UE";AEREA;120835;18
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Itália;"União Europeia - UE";MARITIMA;83306;4411
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Paraguai;"América do Sul";AEREA;252;0
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Paraguai;"Mercado Comum do Sul - Mercosul";AEREA;252;0
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";"Reino Unido";Europa;AEREA;40254;47
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Ásia (Exclusive Oriente Médio)";AEREA;886324;1025
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;886324;1025
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Suíça;Europa;AEREA;115626;402
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"América do Sul";AEREA;208282;1486
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"América do Sul";RODOVIARIA;142077;9248
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"Mercado Comum do Sul - Mercosul";AEREA;208282;1486
2019;08;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;142077;9248
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;AEREA;12105327;16378
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;Europa;MARITIMA;4075090;32317
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";AEREA;12105327;16378
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Alemanha;"União Europeia - UE";MARITIMA;4075090;32317
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"América do Sul";AEREA;10063;62
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Argentina;"Mercado Comum do Sul - Mercosul";AEREA;10063;62
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;Europa;AEREA;41638;30
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;Europa;MARITIMA;28737;5163
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;"União Europeia - UE";AEREA;41638;30
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Bélgica;"União Europeia - UE";MARITIMA;28737;5163
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Canadá;"América do Norte";AEREA;640029;330
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";China;"Ásia (Exclusive Oriente Médio)";AEREA;100364;1412
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Croácia;Europa;AEREA;788;0
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Croácia;"União Europeia - UE";AEREA;788;0
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Eslovênia;Europa;AEREA;96284;1609
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Eslovênia;"União Europeia - UE";AEREA;96284;1609
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;AEREA;2253137;9256
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;Europa;MARITIMA;53527;502
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";AEREA;2253137;9256
2019;08;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";Espanha;"União Europeia - UE";MARITIMA;53527;502
